matched,noise,pct_error,route_name,sample_rate,segment_id
True,25.0,0.0982591404652,Sealtech Caulking & Wtrprfng_to_Keizer Associates,1.0,498149119904
True,25.0,0.0315037986241,Sealtech Caulking & Wtrprfng_to_Keizer Associates,1.0,498182674336
True,25.0,-0.0678231365857,Sealtech Caulking & Wtrprfng_to_Keizer Associates,1.0,518751541152
True,25.0,-0.0821385476787,Sealtech Caulking & Wtrprfng_to_Keizer Associates,1.0,521737885600
True,25.0,-0.195869523611,Sealtech Caulking & Wtrprfng_to_Keizer Associates,1.0,799333701536
True,25.0,-0.482391544694,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,282193139337
True,25.0,-0.291054997777,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,320612963977
True,25.0,-0.0916193758435,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,481573574281
True,25.0,0.084365144755,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,498149119904
True,25.0,0.053150642017,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,498182674336
True,25.0,-0.12450136679,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,518751541152
True,25.0,-0.00498716305324,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,521737885600
True,25.0,-0.106295502452,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,799333701536
True,25.0,-0.459285167976,Sealtech Caulking & Wtrprfng_to_Keizer Associates,10.0,282193139337
True,25.0,-0.251273726211,Sealtech Caulking & Wtrprfng_to_Keizer Associates,10.0,320612963977
True,25.0,0.362063700306,Sealtech Caulking & Wtrprfng_to_Keizer Associates,10.0,481573574281
True,25.0,0.143505939935,Sealtech Caulking & Wtrprfng_to_Keizer Associates,10.0,498149119904
True,25.0,0.0315624545252,Sealtech Caulking & Wtrprfng_to_Keizer Associates,10.0,498182674336
True,25.0,-0.0825486159469,Sealtech Caulking & Wtrprfng_to_Keizer Associates,10.0,518751541152
True,25.0,-0.0885705483975,Sealtech Caulking & Wtrprfng_to_Keizer Associates,10.0,521737885600
True,25.0,-0.355815197003,Sealtech Caulking & Wtrprfng_to_Keizer Associates,10.0,799333701536
True,25.0,0.440375239284,Sealtech Caulking & Wtrprfng_to_Keizer Associates,20.0,282193139337
True,25.0,0.871370090513,Sealtech Caulking & Wtrprfng_to_Keizer Associates,20.0,320612963977
True,25.0,1.12106266262,Sealtech Caulking & Wtrprfng_to_Keizer Associates,20.0,41177176626
True,25.0,1.2044751978,Sealtech Caulking & Wtrprfng_to_Keizer Associates,20.0,481573574281
False,25.0,0.794124230569,Sealtech Caulking & Wtrprfng_to_Keizer Associates,20.0,485432333961
True,25.0,0.0800045932397,Sealtech Caulking & Wtrprfng_to_Keizer Associates,20.0,498149119904
True,25.0,-0.0305622672659,Sealtech Caulking & Wtrprfng_to_Keizer Associates,20.0,498182674336
True,25.0,-0.0854862065299,Sealtech Caulking & Wtrprfng_to_Keizer Associates,20.0,518751541152
True,25.0,-0.111620265126,Sealtech Caulking & Wtrprfng_to_Keizer Associates,20.0,521737885600
False,25.0,1.23124263324,Sealtech Caulking & Wtrprfng_to_Keizer Associates,20.0,652438264370
False,25.0,1.51227319419,Sealtech Caulking & Wtrprfng_to_Keizer Associates,20.0,762899454514
True,25.0,0.440336152805,Sealtech Caulking & Wtrprfng_to_Keizer Associates,20.0,799333701536
False,25.0,-0.451429650551,Sealtech Caulking & Wtrprfng_to_Keizer Associates,30.0,282226693769
False,25.0,1.69779773574,Sealtech Caulking & Wtrprfng_to_Keizer Associates,30.0,292091696777
False,25.0,0.743545204509,Sealtech Caulking & Wtrprfng_to_Keizer Associates,30.0,315579799177
False,25.0,1.441089891,Sealtech Caulking & Wtrprfng_to_Keizer Associates,30.0,41210731058
False,25.0,0.743735553071,Sealtech Caulking & Wtrprfng_to_Keizer Associates,30.0,481607128713
False,25.0,0.74327013464,Sealtech Caulking & Wtrprfng_to_Keizer Associates,30.0,482177554057
True,25.0,-0.115738580798,Sealtech Caulking & Wtrprfng_to_Keizer Associates,30.0,518751541152
True,25.0,-0.219373220787,Sealtech Caulking & Wtrprfng_to_Keizer Associates,30.0,521737885600
False,25.0,2.14491267368,Sealtech Caulking & Wtrprfng_to_Keizer Associates,30.0,59833440818
False,25.0,0.985545141169,Sealtech Caulking & Wtrprfng_to_Keizer Associates,30.0,79764773426
False,25.0,1.35009042301,Sealtech Caulking & Wtrprfng_to_Keizer Associates,30.0,79831882290
True,30.0,0.0761505083424,Sealtech Caulking & Wtrprfng_to_Keizer Associates,1.0,282193139337
True,30.0,-0.260981069102,Sealtech Caulking & Wtrprfng_to_Keizer Associates,1.0,320612963977
True,30.0,0.185039550834,Sealtech Caulking & Wtrprfng_to_Keizer Associates,1.0,41177176626
True,30.0,0.222035906216,Sealtech Caulking & Wtrprfng_to_Keizer Associates,1.0,481573574281
True,30.0,0.106837274603,Sealtech Caulking & Wtrprfng_to_Keizer Associates,1.0,498149119904
True,30.0,0.0184456896994,Sealtech Caulking & Wtrprfng_to_Keizer Associates,1.0,498182674336
True,30.0,-0.0927682484463,Sealtech Caulking & Wtrprfng_to_Keizer Associates,1.0,518751541152
True,30.0,-0.0486111174119,Sealtech Caulking & Wtrprfng_to_Keizer Associates,1.0,521737885600
True,30.0,-0.0194075681795,Sealtech Caulking & Wtrprfng_to_Keizer Associates,1.0,799333701536
True,30.0,0.379101885273,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,282193139337
True,30.0,-0.246308740845,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,320612963977
True,30.0,-0.0935709183671,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,41177176626
True,30.0,0.0535520598356,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,481573574281
True,30.0,0.12921956566,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,498149119904
True,30.0,0.041541676853,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,498182674336
True,30.0,-0.00945413200442,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,518751541152
True,30.0,-0.119197637433,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,521737885600
True,30.0,-0.262320267394,Sealtech Caulking & Wtrprfng_to_Keizer Associates,5.0,799333701536
True,30.0,1.47279236282,Sealtech Caulking & Wtrprfng_to_Keizer Associates,10.0,282193139337
False,30.0,0.401718599759,Sealtech Caulking & Wtrprfng_to_Keizer Associates,10.0,315546244745
